"pk_person_features","person_uri","occupation_main","occupation_sec1","occupation_sec2","field_main","field_sec1","field_sec2","fk_person","notes"
16778,http://www.wikidata.org/entity/Q76736038,,university-teacher,NA,NA,NA,NA,16778,
16779,http://www.wikidata.org/entity/Q76743517,,NA,NA,NA,NA,NA,16779,
16780,http://www.wikidata.org/entity/Q76761633,,anthropologist,NA,NA,NA,NA,16780,
16781,http://www.wikidata.org/entity/Q76762,,university-teacher,NA,sociology,geography,geopolitics,16781,
16782,http://www.wikidata.org/entity/Q7680730,,anthropologist,NA,anthropology,NA,NA,16782,
16783,http://www.wikidata.org/entity/Q76823,,university-teacher,NA,philosophy,NA,NA,16783,
16784,http://www.wikidata.org/entity/Q76826,,university-teacher,NA,philosophy,social-theory,age-of-enlightenment,16784,
16785,http://www.wikidata.org/entity/Q76839564,,NA,NA,NA,NA,NA,16785,
16786,http://www.wikidata.org/entity/Q76844,,university-teacher,NA,sociology,NA,NA,16786,
16787,http://www.wikidata.org/entity/Q76849,,university-teacher,NA,philosophy,sociology-of-religion,NA,16787,
16788,http://www.wikidata.org/entity/Q7686175,,university-teacher,NA,sociology,political-science,racism,16788,
16789,http://www.wikidata.org/entity/Q7693259,,politician,NA,NA,NA,NA,16789,
16790,http://www.wikidata.org/entity/Q769502,,university-teacher,NA,NA,NA,NA,16790,
16791,http://www.wikidata.org/entity/Q76959,,university-teacher,NA,sociology,NA,NA,16791,
16792,http://www.wikidata.org/entity/Q769747,,university-teacher,NA,NA,NA,NA,16792,
16793,http://www.wikidata.org/entity/Q769791,,NA,NA,NA,NA,NA,16793,
16794,http://www.wikidata.org/entity/Q76981200,,anthropologist,NA,NA,NA,NA,16794,
16795,http://www.wikidata.org/entity/Q76996802,,NA,NA,NA,NA,NA,16795,
16796,http://www.wikidata.org/entity/Q770127,,writer,NA,NA,NA,NA,16796,
16797,http://www.wikidata.org/entity/Q7701923,,NA,NA,NA,NA,NA,16797,
16798,http://www.wikidata.org/entity/Q7701929,,university-teacher,NA,sociology,NA,NA,16798,
16799,http://www.wikidata.org/entity/Q77041278,,NA,NA,NA,NA,NA,16799,
16800,http://www.wikidata.org/entity/Q77049945,,journalist,NA,NA,NA,NA,16800,
16801,http://www.wikidata.org/entity/Q770682,,philosopher,NA,NA,NA,NA,16801,
16802,http://www.wikidata.org/entity/Q7707280,,NA,NA,NA,NA,NA,16802,
16803,http://www.wikidata.org/entity/Q770801,,writer,NA,NA,NA,NA,16803,
16804,http://www.wikidata.org/entity/Q77083584,,university-teacher,NA,NA,NA,NA,16804,
16805,http://www.wikidata.org/entity/Q77084476,,university-teacher,NA,NA,NA,NA,16805,
16806,http://www.wikidata.org/entity/Q77085278,,university-teacher,NA,NA,NA,NA,16806,
16807,http://www.wikidata.org/entity/Q77134931,,university-teacher,NA,sociology,international-migration,NA,16807,
16808,http://www.wikidata.org/entity/Q77146,,philosopher,NA,NA,NA,NA,16808,
16809,http://www.wikidata.org/entity/Q77174963,,teacher,NA,NA,NA,NA,16809,
16810,http://www.wikidata.org/entity/Q77175,,philosopher,NA,sociology,philosophy,economy,16810,
16811,http://www.wikidata.org/entity/Q77320,,university-teacher,NA,NA,NA,NA,16811,
16812,http://www.wikidata.org/entity/Q77454,,university-teacher,NA,international-relations,NA,NA,16812,
16813,http://www.wikidata.org/entity/Q77643,,university-teacher,NA,sociology,economics,pedagogy,16813,
16814,http://www.wikidata.org/entity/Q77688,,university-teacher,NA,NA,NA,NA,16814,
16815,http://www.wikidata.org/entity/Q77702134,,NA,NA,sociology,NA,NA,16815,
16816,http://www.wikidata.org/entity/Q77703158,,university-teacher,NA,NA,NA,NA,16816,
16817,http://www.wikidata.org/entity/Q77703246,,gender-studies-scholar,NA,sociology,gender,feminism,16817,
16818,http://www.wikidata.org/entity/Q77730447,,university-teacher,NA,criminology,NA,NA,16818,
16819,http://www.wikidata.org/entity/Q77772503,,university-teacher,NA,sociology,social-science,NA,16819,
16820,http://www.wikidata.org/entity/Q7786893,,university-teacher,NA,philosophy,NA,NA,16820,
16821,http://www.wikidata.org/entity/Q778897,,academic,NA,sociology,NA,NA,16821,
16822,http://www.wikidata.org/entity/Q7789448,,university-teacher,NA,sociology-of-scientific-knowledge,philosophy-of-science,NA,16822,
16823,http://www.wikidata.org/entity/Q7789519,,NA,NA,NA,NA,NA,16823,
16824,http://www.wikidata.org/entity/Q7792775,,political-scientist,NA,sociology,political-science,NA,16824,
16825,http://www.wikidata.org/entity/Q7793373,,academic-administrator,NA,NA,NA,NA,16825,
16826,http://www.wikidata.org/entity/Q7793580,,university-teacher,NA,sociology-of-religion,NA,NA,16826,
16827,http://www.wikidata.org/entity/Q7793736,,university-teacher,NA,political-sociology,ethnography,education-policy,16827,
16828,http://www.wikidata.org/entity/Q7793971,,university-teacher,NA,NA,NA,NA,16828,
16829,http://www.wikidata.org/entity/Q7794595,,university-teacher,NA,anthropology,music,musicology,16829,
16830,http://www.wikidata.org/entity/Q7801219,,opinion-journalist,NA,sociology,opinion-journalism,art-history,16830,
16831,http://www.wikidata.org/entity/Q7803108,,NA,NA,NA,NA,NA,16831,
16832,http://www.wikidata.org/entity/Q7803742,,NA,NA,NA,NA,NA,16832,
16833,http://www.wikidata.org/entity/Q78066667,,NA,NA,NA,NA,NA,16833,
16834,http://www.wikidata.org/entity/Q7807365,,political-scientist,NA,NA,NA,NA,16834,
16835,http://www.wikidata.org/entity/Q7807566,,politician,NA,NA,NA,NA,16835,
16836,http://www.wikidata.org/entity/Q7811812,,NA,NA,NA,NA,NA,16836,
16837,http://www.wikidata.org/entity/Q7812465,,anthropologist,NA,NA,NA,NA,16837,
16838,http://www.wikidata.org/entity/Q7815045,,anthropologist,NA,NA,NA,NA,16838,
16839,http://www.wikidata.org/entity/Q78162396,,university-teacher,NA,sociology,history,NA,16839,
16840,http://www.wikidata.org/entity/Q78170366,,university-teacher,NA,sociology,social-psychology,social-stratification,16840,
16841,http://www.wikidata.org/entity/Q7818469,,writer,NA,sociology,journalism,opinion-journalism,16841,
16842,http://www.wikidata.org/entity/Q78208559,,university-teacher,NA,sociology,urbanism,welfare-spending,16842,
16843,http://www.wikidata.org/entity/Q78212068,,teacher,NA,regional-sociology,NA,NA,16843,
16844,http://www.wikidata.org/entity/Q7821883,,NA,NA,NA,NA,NA,16844,
16845,http://www.wikidata.org/entity/Q78222175,,writer,NA,NA,NA,NA,16845,
16846,http://www.wikidata.org/entity/Q78231408,,university-teacher,NA,sociology,communication,culture,16846,
16847,http://www.wikidata.org/entity/Q7823626,,academic,NA,NA,NA,NA,16847,
16848,http://www.wikidata.org/entity/Q7825637,,politician,NA,NA,NA,NA,16848,
16849,http://www.wikidata.org/entity/Q7825807,,university-teacher,NA,public-policy,women's-rights,work-psychology,16849,
16850,http://www.wikidata.org/entity/Q78319243,,university-teacher,NA,sociology,urban-sociology,rural-sociology,16850,
16851,http://www.wikidata.org/entity/Q78321388,,university-teacher,NA,sociology,NA,NA,16851,
16852,http://www.wikidata.org/entity/Q7842100,,anthropologist,NA,NA,NA,NA,16852,
16853,http://www.wikidata.org/entity/Q7846816,,NA,NA,NA,NA,NA,16853,
16854,http://www.wikidata.org/entity/Q78492,,university-teacher,NA,sociology,philosophy,journalism,16854,
16855,http://www.wikidata.org/entity/Q7851866,,university-teacher,NA,demography,diaspora,race-identity,16855,
16856,http://www.wikidata.org/entity/Q785400,,NA,NA,NA,NA,NA,16856,
16857,http://www.wikidata.org/entity/Q78554841,,NA,NA,NA,NA,NA,16857,
16858,http://www.wikidata.org/entity/Q78570,,university-teacher,NA,sociology,philosophy,economics,16858,
16859,http://www.wikidata.org/entity/Q78590689,,NA,NA,NA,NA,NA,16859,
16860,http://www.wikidata.org/entity/Q786040,,writer,NA,NA,NA,NA,16860,
16861,http://www.wikidata.org/entity/Q78662307,,NA,NA,NA,NA,NA,16861,
16862,http://www.wikidata.org/entity/Q78667351,,theologian,NA,sociology,sociology-of-the-family,catholic-theology,16862,
16863,http://www.wikidata.org/entity/Q787023,,journalist,NA,NA,NA,NA,16863,
16864,http://www.wikidata.org/entity/Q78729340,,writer,NA,sociology,journalism,literature,16864,
16865,http://www.wikidata.org/entity/Q78781170,,catholic-priest,NA,NA,NA,NA,16865,
16866,http://www.wikidata.org/entity/Q78781373,,NA,NA,NA,NA,NA,16866,
16867,http://www.wikidata.org/entity/Q7879088,,NA,NA,NA,NA,NA,16867,
16868,http://www.wikidata.org/entity/Q7880825,,literary-critic,NA,NA,NA,NA,16868,
16869,http://www.wikidata.org/entity/Q78815146,,NA,NA,NA,NA,NA,16869,
16870,http://www.wikidata.org/entity/Q78815371,,political-scientist,NA,NA,NA,NA,16870,
16871,http://www.wikidata.org/entity/Q788289,,writer,NA,NA,NA,NA,16871,
16872,http://www.wikidata.org/entity/Q78883,,university-teacher,NA,political-science,NA,NA,16872,
16873,http://www.wikidata.org/entity/Q789416,,university-teacher,NA,NA,NA,NA,16873,
16874,http://www.wikidata.org/entity/Q7900245,,politician,NA,NA,NA,NA,16874,
16875,http://www.wikidata.org/entity/Q79003878,,historian,NA,NA,NA,NA,16875,
16876,http://www.wikidata.org/entity/Q79018805,,philosopher,NA,sociology,philosophy,NA,16876,
16877,http://www.wikidata.org/entity/Q79151,,university-teacher,NA,NA,NA,NA,16877,
16878,http://www.wikidata.org/entity/Q79170,,university-teacher,NA,NA,NA,NA,16878,
16879,http://www.wikidata.org/entity/Q7924727,,university-teacher,NA,sociology,history,economics,16879,
16880,http://www.wikidata.org/entity/Q7925396,,author,NA,sociology-of-religion,NA,NA,16880,
16881,http://www.wikidata.org/entity/Q7925749,,NA,NA,NA,NA,NA,16881,
16882,http://www.wikidata.org/entity/Q792654,,politician,NA,NA,NA,NA,16882,
16883,http://www.wikidata.org/entity/Q7929278,,university-teacher,NA,NA,NA,NA,16883,
16884,http://www.wikidata.org/entity/Q792947,,university-teacher,NA,international-relations,NA,NA,16884,
16885,http://www.wikidata.org/entity/Q7931340,,university-teacher,NA,NA,NA,NA,16885,
16886,http://www.wikidata.org/entity/Q7931964,,NA,NA,NA,NA,NA,16886,
16887,http://www.wikidata.org/entity/Q7932260,,university-teacher,NA,sociology,social-movement,sociology-of-law,16887,
16888,http://www.wikidata.org/entity/Q7932887,,university-teacher,NA,sociology,cultural-anthropology,NA,16888,
16889,http://www.wikidata.org/entity/Q7933788,,politician,NA,sociology,economics,economics-and-politics,16889,
16890,http://www.wikidata.org/entity/Q7933802,,politician,NA,NA,NA,NA,16890,
16891,http://www.wikidata.org/entity/Q793550,,writer,NA,NA,NA,NA,16891,
16892,http://www.wikidata.org/entity/Q7938673,,screenwriter,NA,NA,NA,NA,16892,
16893,http://www.wikidata.org/entity/Q79398193,,writer,NA,NA,NA,NA,16893,
16894,http://www.wikidata.org/entity/Q794087,,university-teacher,NA,NA,NA,NA,16894,
16895,http://www.wikidata.org/entity/Q7941228,,opinion-journalist,NA,sociology-of-culture,polish-literature,NA,16895,
16896,http://www.wikidata.org/entity/Q7941405,,NA,NA,NA,NA,NA,16896,
16897,http://www.wikidata.org/entity/Q79422020,,skier,NA,NA,NA,NA,16897,
16898,http://www.wikidata.org/entity/Q7943157,,journalist,NA,NA,NA,NA,16898,
16899,http://www.wikidata.org/entity/Q7943336,,lawyer,NA,NA,NA,NA,16899,
16900,http://www.wikidata.org/entity/Q7944091,,politician,NA,sociology,opinion-journalism,law,16900,
16901,http://www.wikidata.org/entity/Q7944192,,NA,NA,NA,NA,NA,16901,
16902,http://www.wikidata.org/entity/Q7944321,,NA,NA,NA,NA,NA,16902,
16903,http://www.wikidata.org/entity/Q7944697,,NA,NA,NA,NA,NA,16903,
16904,http://www.wikidata.org/entity/Q7945359,,demographer,NA,sociology,demography,NA,16904,
16905,http://www.wikidata.org/entity/Q794543,,university-teacher,NA,sociology,politics,NA,16905,
16906,http://www.wikidata.org/entity/Q79557944,,university-teacher,NA,sociology,public-health,health-policy,16906,
16907,http://www.wikidata.org/entity/Q7959030,,NA,NA,NA,NA,NA,16907,
16908,http://www.wikidata.org/entity/Q7960721,,architect,NA,NA,NA,NA,16908,
16909,http://www.wikidata.org/entity/Q796456,,writer,NA,sociology,historical-sociology,NA,16909,
16910,http://www.wikidata.org/entity/Q7964794,,university-teacher,NA,sociology,social-stratification,social-system,16910,
16911,http://www.wikidata.org/entity/Q79735426,,NA,NA,NA,NA,NA,16911,
16912,http://www.wikidata.org/entity/Q7976027,,university-teacher,NA,sociology,NA,NA,16912,
16913,http://www.wikidata.org/entity/Q797638,,university-teacher,NA,NA,NA,NA,16913,
16914,http://www.wikidata.org/entity/Q79765334,,university-teacher,NA,sociology,ethics,NA,16914,
16915,http://www.wikidata.org/entity/Q79792230,,NA,NA,sociology-of-religion,NA,NA,16915,
16916,http://www.wikidata.org/entity/Q7983367,,university-teacher,NA,political-sociology,romani-people,sociology-of-jewry,16916,
16917,http://www.wikidata.org/entity/Q7983509,,university-teacher,NA,philosophy,social-science,social-economy,16917,
16918,http://www.wikidata.org/entity/Q79985860,,essayist,NA,NA,NA,NA,16918,
16919,http://www.wikidata.org/entity/Q79990609,,NA,NA,NA,NA,NA,16919,
16920,http://www.wikidata.org/entity/Q8002858,,philosopher,NA,sociology-of-religion,politics,social-philosophy,16920,
16921,http://www.wikidata.org/entity/Q8003646,,NA,NA,NA,NA,NA,16921,
16922,http://www.wikidata.org/entity/Q8003815,,NA,NA,NA,NA,NA,16922,
16923,http://www.wikidata.org/entity/Q8005918,,university-teacher,NA,NA,NA,NA,16923,
16924,http://www.wikidata.org/entity/Q8007803,,NA,NA,NA,NA,NA,16924,
16925,http://www.wikidata.org/entity/Q8009441,,NA,NA,sociology,NA,NA,16925,
16926,http://www.wikidata.org/entity/Q8010583,,NA,NA,NA,NA,NA,16926,
16927,http://www.wikidata.org/entity/Q80130048,,NA,NA,NA,NA,NA,16927,
16928,http://www.wikidata.org/entity/Q80130657,,NA,NA,NA,NA,NA,16928,
16929,http://www.wikidata.org/entity/Q80131351,,NA,NA,sociology,NA,NA,16929,
16930,http://www.wikidata.org/entity/Q8013260,,NA,NA,NA,NA,NA,16930,
16931,http://www.wikidata.org/entity/Q8016287,,university-teacher,NA,sociology,pedagogy,NA,16931,
16932,http://www.wikidata.org/entity/Q8017194,,university-teacher,NA,environmental-sociology,human-ecology,NA,16932,
16933,http://www.wikidata.org/entity/Q8017297,,NA,NA,NA,NA,NA,16933,
16934,http://www.wikidata.org/entity/Q8018447,,NA,NA,NA,NA,NA,16934,
16935,http://www.wikidata.org/entity/Q8019038,,NA,NA,NA,NA,NA,16935,
16936,http://www.wikidata.org/entity/Q80204846,,university-teacher,NA,sociology,psychology,social-inequality,16936,
16937,http://www.wikidata.org/entity/Q80216459,,university-teacher,NA,sociology,sociology-of-religion,criminology,16937,
16938,http://www.wikidata.org/entity/Q8022064,,university-teacher,NA,sociology,futures-studies,electrical-engineering,16938,
16939,http://www.wikidata.org/entity/Q8022579,,university-teacher,NA,NA,NA,NA,16939,
16940,http://www.wikidata.org/entity/Q8022595,,researcher,NA,sexuality,criminality,marginalisation,16940,
16941,http://www.wikidata.org/entity/Q8022658,,NA,NA,NA,NA,NA,16941,
16942,http://www.wikidata.org/entity/Q80231535,,university-teacher,NA,political-theory,social-theory,finance,16942,
16943,http://www.wikidata.org/entity/Q8029127,,actor,NA,NA,NA,NA,16943,
16944,http://www.wikidata.org/entity/Q8041230,,university-teacher,NA,sociology,NA,NA,16944,
16945,http://www.wikidata.org/entity/Q80427248,,folklorist,NA,NA,NA,NA,16945,
16946,http://www.wikidata.org/entity/Q8043205,,NA,NA,NA,NA,NA,16946,
16947,http://www.wikidata.org/entity/Q8043230,,journalist,NA,NA,NA,NA,16947,
16948,http://www.wikidata.org/entity/Q8044169,,NA,NA,NA,NA,NA,16948,
16949,http://www.wikidata.org/entity/Q8045757,,university-teacher,NA,sociology,jewish-history,jewish-diaspora,16949,
16950,http://www.wikidata.org/entity/Q8046976,,university-teacher,NA,sociology-of-sport,behaviorism,sport-psychology,16950,
16951,http://www.wikidata.org/entity/Q8047309,,NA,NA,NA,NA,NA,16951,
16952,http://www.wikidata.org/entity/Q8050060,,NA,NA,NA,NA,NA,16952,
16953,http://www.wikidata.org/entity/Q8053756,,university-teacher,NA,sociology,NA,NA,16953,
16954,http://www.wikidata.org/entity/Q8054045,,professor,NA,NA,NA,NA,16954,
16955,http://www.wikidata.org/entity/Q8054362,,NA,NA,NA,NA,NA,16955,
16956,http://www.wikidata.org/entity/Q8054370,,NA,NA,NA,NA,NA,16956,
16957,http://www.wikidata.org/entity/Q8058672,,politician,NA,sociology,management,office-management,16957,
16958,http://www.wikidata.org/entity/Q80593012,,university-teacher,NA,NA,NA,NA,16958,
16959,http://www.wikidata.org/entity/Q8061218,,NA,NA,NA,NA,NA,16959,
16960,http://www.wikidata.org/entity/Q8071814,,literary-critic,NA,NA,NA,NA,16960,
16961,http://www.wikidata.org/entity/Q807477,,university-teacher,NA,NA,NA,NA,16961,
16962,http://www.wikidata.org/entity/Q8079228,,NA,NA,NA,NA,NA,16962,
16963,http://www.wikidata.org/entity/Q8079320,,professor,NA,gender-studies,NA,NA,16963,
16964,http://www.wikidata.org/entity/Q8082494,,NA,NA,NA,NA,NA,16964,
16965,http://www.wikidata.org/entity/Q80986811,,researcher,NA,NA,NA,NA,16965,
16966,http://www.wikidata.org/entity/Q810024,,writer,NA,NA,NA,NA,16966,
16967,http://www.wikidata.org/entity/Q810035,,political-scientist,NA,european-solidarity-centre,NA,NA,16967,
16968,http://www.wikidata.org/entity/Q81035639,,university-teacher,NA,sociology,social-policy,human-rights,16968,
16969,http://www.wikidata.org/entity/Q811928,,politician,NA,NA,NA,NA,16969,
16970,http://www.wikidata.org/entity/Q81200972,,university-teacher,NA,sociology,NA,NA,16970,
16971,http://www.wikidata.org/entity/Q81213558,,NA,NA,sociology,the-holocaust,jewish-identity,16971,
16972,http://www.wikidata.org/entity/Q81244,,university-teacher,NA,philosophy,political-philosophy,social-philosophy,16972,
16973,http://www.wikidata.org/entity/Q81305996,,theologian,NA,NA,NA,NA,16973,
16974,http://www.wikidata.org/entity/Q813156,,university-teacher,NA,NA,NA,NA,16974,
16975,http://www.wikidata.org/entity/Q81517287,,university-teacher,NA,NA,NA,NA,16975,
16976,http://www.wikidata.org/entity/Q81532916,,NA,NA,NA,NA,NA,16976,
16977,http://www.wikidata.org/entity/Q817332,,university-teacher,NA,NA,NA,NA,16977,
16978,http://www.wikidata.org/entity/Q817842,,university-teacher,NA,sociology,sociology-of-culture,NA,16978,
16979,http://www.wikidata.org/entity/Q81819835,,writer,NA,NA,NA,NA,16979,
16980,http://www.wikidata.org/entity/Q81863909,,researcher,NA,NA,NA,NA,16980,
16981,http://www.wikidata.org/entity/Q8189593,,university-teacher,NA,sociology,political-science,law,16981,
16982,http://www.wikidata.org/entity/Q81936149,,NA,NA,NA,NA,NA,16982,
16983,http://www.wikidata.org/entity/Q8196282,,writer,NA,NA,NA,NA,16983,
16984,http://www.wikidata.org/entity/Q81968604,,political-scientist,NA,sociology,NA,NA,16984,
16985,http://www.wikidata.org/entity/Q8199252,,NA,NA,NA,NA,NA,16985,
16986,http://www.wikidata.org/entity/Q8201129,,professor,NA,NA,NA,NA,16986,
16987,http://www.wikidata.org/entity/Q82025718,,gerontologist,NA,NA,NA,NA,16987,
16988,http://www.wikidata.org/entity/Q82036653,,writer,NA,NA,NA,NA,16988,
16989,http://www.wikidata.org/entity/Q820676,,university-teacher,NA,NA,NA,NA,16989,
16990,http://www.wikidata.org/entity/Q821315,,politician,NA,sociology,politics,organicism,16990,
16991,http://www.wikidata.org/entity/Q823389,,writer,NA,NA,NA,NA,16991,
16992,http://www.wikidata.org/entity/Q823555,,university-teacher,NA,NA,NA,NA,16992,
16993,http://www.wikidata.org/entity/Q823856,,university-teacher,NA,social-policy,criminal-law,social-economy,16993,
16994,http://www.wikidata.org/entity/Q82403,,university-teacher,NA,NA,NA,NA,16994,
16995,http://www.wikidata.org/entity/Q824339,,journalist,NA,sociology,political-science,philosophy,16995,
16996,http://www.wikidata.org/entity/Q8245216,,writer,NA,NA,NA,NA,16996,
16997,http://www.wikidata.org/entity/Q82459938,,historian,NA,sociology,history,cultural-history,16997,
16998,http://www.wikidata.org/entity/Q824719,,university-teacher,NA,NA,NA,NA,16998,
16999,http://www.wikidata.org/entity/Q824857,,university-teacher,NA,NA,NA,NA,16999,
17000,http://www.wikidata.org/entity/Q8248851,,politician,NA,NA,NA,NA,17000,
17001,http://www.wikidata.org/entity/Q825091,,university-teacher,NA,NA,NA,NA,17001,
17002,http://www.wikidata.org/entity/Q825408,,writer,NA,NA,NA,NA,17002,
17003,http://www.wikidata.org/entity/Q825669,,university-teacher,NA,sociology,sociology-of-the-family,human-migration,17003,
17004,http://www.wikidata.org/entity/Q82583987,,NA,NA,NA,NA,NA,17004,
17005,http://www.wikidata.org/entity/Q825925,,university-teacher,NA,NA,NA,NA,17005,
17006,http://www.wikidata.org/entity/Q8263595,,politician,NA,NA,NA,NA,17006,
17007,http://www.wikidata.org/entity/Q8264138,,university-teacher,NA,NA,NA,NA,17007,
17008,http://www.wikidata.org/entity/Q82696371,,university-teacher,NA,sociology,social-research,ethnomethodology,17008,
17009,http://www.wikidata.org/entity/Q8270143,,NA,NA,NA,NA,NA,17009,
17010,http://www.wikidata.org/entity/Q82706402,,university-teacher,NA,cultural-anthropology,ethnology,culturology,17010,
17011,http://www.wikidata.org/entity/Q82777993,,university-teacher,NA,sociology,education,sociology-of-education,17011,
17012,http://www.wikidata.org/entity/Q8277962,,politician,NA,NA,NA,NA,17012,
17013,http://www.wikidata.org/entity/Q83003,,writer,NA,philosophy,economics,politics,17013,
17014,http://www.wikidata.org/entity/Q830284,,university-teacher,NA,sociology,NA,NA,17014,
17015,http://www.wikidata.org/entity/Q83121915,,researcher,NA,NA,NA,NA,17015,
17016,http://www.wikidata.org/entity/Q83254145,,NA,NA,NA,NA,NA,17016,
17017,http://www.wikidata.org/entity/Q832641,,university-teacher,NA,NA,NA,NA,17017,
17018,http://www.wikidata.org/entity/Q83272758,,NA,NA,NA,NA,NA,17018,
17019,http://www.wikidata.org/entity/Q83275,,university-teacher,NA,NA,NA,NA,17019,
17020,http://www.wikidata.org/entity/Q832768,,writer,NA,NA,NA,NA,17020,
17021,http://www.wikidata.org/entity/Q83381957,,university-teacher,NA,NA,NA,NA,17021,
17022,http://www.wikidata.org/entity/Q83423699,,university-teacher,NA,public-opinion,political-party,public-election,17022,
17023,http://www.wikidata.org/entity/Q83428106,,NA,NA,NA,NA,NA,17023,
17024,http://www.wikidata.org/entity/Q8350662,,politician,NA,NA,NA,NA,17024,
17025,http://www.wikidata.org/entity/Q8353655,,university-teacher,NA,sociology,economics,NA,17025,
17026,http://www.wikidata.org/entity/Q83555406,,NA,NA,NA,NA,NA,17026,
17027,http://www.wikidata.org/entity/Q83556993,,NA,NA,NA,NA,NA,17027,
17028,http://www.wikidata.org/entity/Q83636807,,NA,NA,NA,NA,NA,17028,
17029,http://www.wikidata.org/entity/Q83642210,,university-teacher,NA,economics,environmental-sociology,natural-environment,17029,
17030,http://www.wikidata.org/entity/Q83644775,,local-historian,NA,history-of-education,history-of-réunion,NA,17030,
17031,http://www.wikidata.org/entity/Q83688173,,university-teacher,NA,sociology,political-science,NA,17031,
17032,http://www.wikidata.org/entity/Q83732039,,NA,NA,NA,NA,NA,17032,
17033,http://www.wikidata.org/entity/Q83854945,,university-teacher,NA,sociology,political-science,gender-studies,17033,
17034,http://www.wikidata.org/entity/Q83856135,,university-teacher,NA,NA,NA,NA,17034,
17035,http://www.wikidata.org/entity/Q838996,,politician,NA,NA,NA,NA,17035,
17036,http://www.wikidata.org/entity/Q83907,,political-scientist,NA,political-science,NA,NA,17036,
17037,http://www.wikidata.org/entity/Q840231,,politician,NA,NA,NA,NA,17037,
17038,http://www.wikidata.org/entity/Q84056399,,NA,NA,NA,NA,NA,17038,
17039,http://www.wikidata.org/entity/Q84081979,,political-scientist,NA,sociology,communist-refoundation-party,italian-communist-party,17039,
17040,http://www.wikidata.org/entity/Q84082093,,writer,NA,sociology,journalism,literature,17040,
17041,http://www.wikidata.org/entity/Q84083852,,university-teacher,NA,NA,NA,NA,17041,
17042,http://www.wikidata.org/entity/Q84144058,,NA,NA,NA,NA,NA,17042,
17043,http://www.wikidata.org/entity/Q84167643,,university-teacher,NA,NA,NA,NA,17043,
17044,http://www.wikidata.org/entity/Q84184231,,university-teacher,NA,sociology,history,economics,17044,
17045,http://www.wikidata.org/entity/Q84186,,writer,NA,political-ecology,pedagogue,industrial-society,17045,
17046,http://www.wikidata.org/entity/Q841874,,philosopher,NA,NA,NA,NA,17046,
17047,http://www.wikidata.org/entity/Q84207370,,ethnographer,NA,NA,NA,NA,17047,
17048,http://www.wikidata.org/entity/Q84259862,,editing-staff,NA,NA,NA,NA,17048,
17049,http://www.wikidata.org/entity/Q84299846,,university-teacher,NA,anthropology,NA,NA,17049,
17050,http://www.wikidata.org/entity/Q84319828,,university-teacher,NA,sociology,social-network,social-networking-service,17050,
17051,http://www.wikidata.org/entity/Q84319832,,university-teacher,NA,NA,NA,NA,17051,
17052,http://www.wikidata.org/entity/Q84344202,,NA,NA,NA,NA,NA,17052,
17053,http://www.wikidata.org/entity/Q84352,,writer,NA,journalism,philosopher,political-ecology,17053,
17054,http://www.wikidata.org/entity/Q84361177,,NA,NA,NA,NA,NA,17054,
17055,http://www.wikidata.org/entity/Q84365963,,NA,NA,NA,NA,NA,17055,
17056,http://www.wikidata.org/entity/Q84369501,,university-teacher,NA,sustainable-development,climate-change,sociology-of-consumption,17056,
17057,http://www.wikidata.org/entity/Q84405353,,NA,NA,NA,NA,NA,17057,
17058,http://www.wikidata.org/entity/Q84405368,,NA,NA,NA,NA,NA,17058,
17059,http://www.wikidata.org/entity/Q84407504,,NA,NA,NA,NA,NA,17059,
17060,http://www.wikidata.org/entity/Q844288,,writer,NA,sociology,NA,NA,17060,
17061,http://www.wikidata.org/entity/Q84486,,university-teacher,NA,sociology-of-religion,lutheranism,NA,17061,
17062,http://www.wikidata.org/entity/Q84509804,,political-scientist,NA,civil-war,justice,afghanistan,17062,
17063,http://www.wikidata.org/entity/Q84551373,,university-teacher,NA,sociology,criminology,cultural-history,17063,
17064,http://www.wikidata.org/entity/Q84572502,,university-teacher,NA,NA,NA,NA,17064,
17065,http://www.wikidata.org/entity/Q84590062,,catholic-priest,NA,NA,NA,NA,17065,
17066,http://www.wikidata.org/entity/Q84594391,,university-teacher,NA,NA,NA,NA,17066,
17067,http://www.wikidata.org/entity/Q84604700,,social-scientist,NA,hiv/aids,NA,NA,17067,
17068,http://www.wikidata.org/entity/Q8463233,,historian,NA,NA,NA,NA,17068,
17069,http://www.wikidata.org/entity/Q84689880,,NA,NA,NA,NA,NA,17069,
17070,http://www.wikidata.org/entity/Q84702,,philosopher,NA,science-studies,NA,NA,17070,
17071,http://www.wikidata.org/entity/Q84718640,,university-teacher,NA,sociology,political-science,history,17071,
17072,http://www.wikidata.org/entity/Q84718718,,NA,NA,sociology,NA,NA,17072,
17073,http://www.wikidata.org/entity/Q84720819,,university-teacher,NA,sociology,philosophy,social-anthropology,17073,
17074,http://www.wikidata.org/entity/Q84724906,,university-teacher,NA,sociology,philosophy,philology,17074,
17075,http://www.wikidata.org/entity/Q84724999,,NA,NA,NA,NA,NA,17075,
17076,http://www.wikidata.org/entity/Q84745921,,NA,NA,NA,NA,NA,17076,
17077,http://www.wikidata.org/entity/Q84761079,,university-teacher,NA,sociology,gender,social-psychology,17077,
17078,http://www.wikidata.org/entity/Q84800,,writer,NA,NA,NA,NA,17078,
